日期,开盘价(元),收盘价(元),量比,TAPI加权指数成交值,VMA量简单移动平均,VMACD量指数平滑异同平均,VOSC成交量震荡,VSTD成交量标准差,CR能量指标,PSY心理指标,VR成交量比率,AR,BR,WAD威廉聚散指标,MOBV能量潮,PVT量价趋势指标,WVAD威廉变异离散量,BBI多空指数,MA简单移动平均,EXPMA指数平均数,MACD指数平滑异同平均,MTM动力指标,PRICEOSC价格振荡指标,TRIX三重指数平滑平均,BIAS乖离率,CCI顺势指标,DBCD异同离差乖离率,DPO区间震荡线,K,D,J,RSI相对强弱指标,SRDM动向速度比率,VROC量变动速率,VRSI量相对强弱,WR威廉指标,ADTM动态买卖气指标,CDP逆势操作,DPTB-上证指数,JDQS阶段强势指标--上证180,JDRS阶段弱势指标--上证指数,MI动量指标,MICD异同离差动力指数,RC变化率指数,RCCD异同离差变化率指数,SRMI（MI修正指标）,ATR真实波幅,CVLT佳庆离散指标,MASS梅斯线,STD标准差,VHF纵横指标
2021/8/23,29.85,29.94,0.8386,"11,106,941.58","12,704,973.00","356,284.23",-28.6589,"2,941,272.14",68.0571,41.6667,61.7559,86.3408,78.7758,78.03,"169,772.72","205,912,384.12","-56,334,811.42",30.5067,30.392,30.3003,-0.0191,-0.49,-1.7085,-0.2096,-1.8119,-166.182,0,-0.59,29.3569,37.952,12.1666,36.501,-0.1227,-17.5874,45.8645,83.0645,-0.4021,30.02,0.8571,0,0.4286,-0.6919,0.0332,100.1338,0.5181,-0.0279,0.8714,-28.7663,22.8536,1.1517,0.3063
2021/8/20,30.25,30,1.0384,"13,158,906.63","13,292,110.60","467,279.29",-29.8385,"2,944,950.58",73.2899,41.6667,74.1639,89.8644,84.0347,78.19,"-66,058.85","205,934,676.74","-62,272,130.92",30.6661,30.626,30.4804,0.0343,-0.34,-1.7556,-0.2129,-1.8592,-159.6569,0.0001,-0.5427,35.3576,42.2496,21.5737,37.4082,0.1792,21.9778,51.2067,90.0901,-0.3869,31.065,0.7143,0,0.4615,-0.672,0.0263,98.8142,0.5346,-0.0247,0.9036,-21.2953,22.7175,1.1575,0.3027
2021/8/19,31.6,30.79,1.6562,"18,044,247.81","12,670,906.00","428,958.23",-33.8174,"2,919,066.09",81.4327,41.6667,72.4824,88.3252,86.2652,78.98,"-349,391.32","206,272,275.63","-22,112,324.07",30.7689,30.712,30.7206,0.1151,0.36,-1.7638,-0.2219,0.4513,125.7317,0.0003,0.17,48.5763,45.6955,54.3379,51.4356,0.3476,23.2491,65.944,45.6604,-0.1838,30.7575,0.5714,0,0.4615,-0.6422,0.0173,99.7408,0.5487,0.0231,0.9657,-17.4793,22.623,1.1564,0.3104
2021/8/18,30.32,30.93,0.9013,"9,461,414.55","10,740,978.60","-109,431.31",-40.3723,"2,077,946.52",75.8977,50,69.6477,94.2308,81.6393,80.13,"343,147.83","206,352,795.48","-9,425,876.79",30.8017,30.622,30.686,0.0845,0.13,-1.9217,-0.2393,0.8395,23.8694,0,0.2909,49.4848,44.2551,59.9442,54.451,0.2429,-40.0762,40.6962,40.3774,-0.1208,30.4625,0.5714,0,0.5,-0.6779,0.0064,99.2937,0.5608,0.0026,0.9529,-21.6831,22.4651,1.1854,0.3127
2021/8/17,31.09,30.3,1.1755,"11,984,660.03","10,615,641.20","-90,444.71",-36.9465,"2,018,975.74",76.2192,50,73.3347,95.546,81.1927,79.4,"-266,972.68","206,153,858.78","-23,921,500.06",30.7656,30.522,30.564,0.0113,-0.46,-2.1938,-0.255,-1.1769,-20.0072,-0.0009,-0.3491,38.2897,41.6403,31.5886,41.6159,0.181,-6.4066,49.181,64.1509,-0.1545,30.9575,0.5714,0,0.5,-0.7522,-0.0055,97.1154,0.5709,-0.0226,0.9471,-25.3768,22.4294,1.2202,0.3168
2021/8/16,30.37,31.11,1.4562,"14,036,172.58","10,092,755.60","-255,000.05",-38.6145,"2,270,575.50",80.7068,50,85.5252,102.5411,90.3806,80.21,"203,242.80","206,462,749.82","-14,640,106.79",30.8058,30.622,30.6959,0.0336,1.03,-2.5333,-0.265,1.5478,82.6538,-0.0015,0.4164,45.7229,43.3156,50.5376,59.6143,0.9323,16.4577,59.1031,31.2281,-0.3131,30.515,0.5714,0,0.5333,-0.8479,-0.0202,97.6766,0.579,0.0023,0.9614,-28.2945,22.5229,1.2166,0.3025
2021/8/13,30.45,30.43,0.9856,"10,085,038.48","9,670,419.40","-691,062.81",-42.2179,"2,576,713.19",69.2857,50,73.3556,92.9598,82.6524,79.33,"-175,400.70","206,148,068.39","-9,303,691.57",30.7094,30.552,30.4889,-0.087,-0.42,-2.8758,-0.278,-0.4851,9.8434,-0.0023,-0.1627,38.6294,42.1119,31.6644,42.0941,1.1563,-24.8967,41.1178,55.0877,-0.2041,30.3825,0.4286,0,0.5333,-0.9877,-0.0334,96.024,0.5852,-0.0117,0.9421,-24.6989,22.739,1.2272,0.32
2021/8/12,30.37,30.34,0.7219,"8,154,141.56","10,198,504.80","-888,549.25",-43.3295,"2,537,597.23",61.3781,50,63.3036,80.3883,72.755,79.13,"-143,838.62","206,118,250.96","-14,067,789.25",30.7745,30.482,30.5184,-0.1219,-0.66,-3.211,-0.281,-0.7388,-27.5611,-0.0025,-0.2518,43.3045,43.8532,42.2071,39.1842,0.458,-43.7362,28.7236,58.2456,-0.2634,30.5625,0.4286,0.1111,0.5,-1.0911,-0.046,96.3787,0.5891,0.0112,1.0179,-25.0383,23.1162,1.2342,0.2934
2021/8/11,30.56,30.43,0.7678,"8,999,150.81","11,275,604.40","-907,036.72",-40.0905,"2,180,150.63",61.7686,50,71.7433,85.2618,75.9685,79.44,"-367,688.21","206,142,324.41","-23,168,305.76",30.8493,30.584,30.6076,-0.1375,-0.61,-3.8058,-0.2816,-0.3384,-4.7951,-0.0024,-0.1564,46.2775,44.1275,50.5774,40.8968,1.0739,-49.0071,31.0036,63.8418,-0.2814,30.7025,0.5714,0.125,0.5,-1.2258,-0.0595,95.2128,0.5908,0.0003,1.065,-23.8096,23.6648,1.312,0.3493
2021/8/10,30.74,30.8,0.7293,"9,187,747.66","11,644,770.40","-917,959.66",-39.5372,"1,864,578.87",59.4599,50,65.7535,80.5325,72.5446,79.98,"281,430.88","206,249,735.18","-43,208,164.97",30.8752,30.698,30.6963,-0.1583,0.01,-4.1791,-0.2816,0.8018,-13.9119,-0.0021,0.2573,49.0389,43.0525,61.0115,48.0991,0.5065,-53.0168,31.8121,60.6205,-0.3221,30.6,0.7143,0.125,0.4615,-1.3136,-0.0718,95.4151,0.5901,0.0169,1.115,-17.9195,24.2407,1.3589,0.4012
2021/8/9,29.98,30.76,0.8879,"11,906,984.43","12,681,612.00","-868,934.34",-35.9235,"1,491,284.58",51.754,41.6667,57.1246,76.4246,66.6494,79.52,"184,985.42","206,237,707.51","-38,691,178.95",30.9316,30.746,30.6445,-0.2429,0.76,-4.5052,-0.2804,0.4435,-37.9365,-0.0016,0.2273,46.1998,40.0593,58.4807,47.2624,0.0049,-43.982,39.3698,67.8,-0.3389,30.1475,0.7143,0.125,0.4615,-1.3575,-0.0781,97.5579,0.5867,0.0263,1.1443,-14.6536,24.9379,1.4987,0.3618
2021/8/6,30.63,30.08,0.9417,"12,693,362.93","13,480,905.00","-977,388.07",-35.673,"1,949,380.06",56.858,33.3333,65.5459,78.4726,69.5876,78.54,"-123,723.56","205,967,102.03","-60,668,686.12",30.9941,30.752,30.5867,-0.3396,-0.34,-4.6257,-0.2723,-2.2954,-68.9692,-0.0017,-0.5318,41.0541,36.9891,49.184,31.6529,-0.358,-40.8943,41.5523,81.9066,-0.3382,31.125,0.5714,0.125,0.5385,-1.3037,-0.0795,93.8241,0.5806,-0.0199,1.1264,-10.6471,25.5869,1.6805,0.3711
2021/8/5,31,30.85,1.0253,"13,714,290.15","13,477,619.40","-1,127,633.16",-37.7926,"2,653,094.57",79.8046,33.3333,83.7519,101.2666,88.9482,79.31,"-349,804.23","206,283,893.11","-59,663,523.54",31.2121,30.736,30.8401,-0.3178,0.57,-4.3652,-0.2557,-0.6948,-13.9402,-0.0015,-0.0009,45.2653,34.9566,65.8827,43.9196,-0.2646,-42.9231,43.8914,66.9261,-0.386,30.9425,0.5714,0.1429,0.5714,-1.1176,-0.0798,96.4364,0.5719,-0.0247,1.1857,-8.033,26.3844,1.7457,0.3639
2021/8/4,31.11,31,0.7868,"10,753,709.81","13,191,008.20","-1,346,832.56",-33.41,"3,401,474.39",79.2915,33.3333,96.283,99.2014,86.2487,80.46,"120,657.72","206,349,336.65","-47,088,272.22",31.2947,30.65,30.8352,-0.4055,1.05,-3.9835,-0.2414,-0.9295,-33.6442,-0.0016,-0.0855,38.0734,29.8023,54.6157,46.8681,-0.5167,-70.6589,33.66,64.0078,-0.3539,31.0025,0.7143,0.125,0.5385,-0.9738,-0.081,98.6947,0.5607,-0.0523,1.19,-10.424,27.1457,1.7368,0.3192
2021/8/3,30.68,31.04,1.0522,"14,418,640.82","13,710,389.00","-1,298,247.51",-23.301,"3,523,754.56",94.1974,41.6667,113.1663,110.0293,94.734,80.71,"55,927.55","206,363,237.49","-19,244,963.76",31.2798,30.506,30.7527,-0.5354,0.35,-3.449,-0.2193,-1.6139,-35.0636,-0.0018,-0.2773,30.9802,25.6667,41.6072,47.5779,-0.5093,-32.4957,42.2005,63.2296,-0.1998,30.5325,0.8571,0.125,0.4615,-0.7805,-0.0831,100,0.5474,-0.0715,1.2064,-8.5151,27.6314,1.7195,0.3197
2021/8/2,29.95,30.79,1.138,"15,754,633.61","13,717,027.80","-1,481,431.58",-23.0812,"4,139,769.61",105.443,41.6667,119.4,123.2901,108.6057,80.12,"213,010.95","206,246,044.54","-16,923,746.32",31.2695,30.288,30.6091,-0.7008,-0.84,-3.2778,-0.1853,-2.7351,-70.0252,-0.0024,-0.8055,23.9166,23.01,25.73,43.0888,-0.5467,-13.4229,46.3187,68.0934,0.0563,29.94,0.8571,0.1111,0.5,-0.7351,-0.0877,98.1511,0.5324,-0.0823,1.2307,-9.3528,28.0447,1.6888,0.3234
2021/7/30,30.36,30,0.8214,"12,556,609.47","14,030,521.00","-1,808,636.82",-19.7959,"7,384,631.49",100.9205,33.3333,115.8373,118.8929,104.1597,78.68,"95,248.95","205,825,586.05","1,802,601.36",31.3221,30.268,30.5187,-0.8518,-2.71,-2.7778,-0.1356,-5.5985,-113.0659,-0.0032,-1.7345,19.4749,22.5566,13.3116,26.5183,-0.5042,-53.5275,34.9677,83.463,0.1921,30.4325,0.7143,0.1111,0.5833,-0.6674,-0.0964,95.9693,0.5164,-0.1202,1.15,-12.2817,28.3597,1.7329,0.3381
2021/7/29,30.46,30.42,0.6994,"12,082,299.01","15,432,630.40","-1,852,442.03",-11.3745,"7,019,193.62",106.6603,33.3333,123.3457,124.3125,109.2325,79.1,"-27,700.24","206,000,596.90","32,156,798.67",31.511,30.594,30.778,-0.86,-3.01,-2.077,-0.071,-4.9251,-109.2853,-0.0038,-1.5209,20.9439,24.0975,14.6368,30.4457,-0.3719,-34.6789,32.8691,75.2918,0.3993,30.0025,0.7143,0.2222,0.5833,-0.4917,-0.1015,96.725,0.4999,-0.0588,1.135,-9.6796,28.3167,1.7353,0.3391
2021/7/28,29.94,30.28,0.7079,"13,159,376.22","17,287,982.60","-1,722,645.40",-7.5223,"6,471,575.27",102.2159,33.3333,121.2119,123.2748,107.1429,78.78,"367,800.12","205,944,689.64","34,021,612.87",31.7036,31.052,30.957,-0.889,-3.27,-1.3922,-0.0037,-5.9433,-180.7907,-0.0041,-1.8591,19.0618,25.6743,5.8369,27.4615,-0.6098,-31.0946,34.9489,78.0156,0.4873,30.17,0.7143,0.25,0.5455,-0.3209,-0.1003,95.2801,0.4834,-0.0617,1.1507,-6.659,28.2378,1.7631,0.3646
2021/7/27,30.58,29.95,0.6971,"14,634,041.20","18,905,946.40","-1,524,463.16",-4.3042,"6,182,615.33",112.5804,33.3333,119.694,128.961,112.0833,77.65,"-379,715.79","205,797,220.36","30,179,515.37",31.992,31.682,31.2955,-0.838,-4.15,-0.8105,0.0687,-7.4618,-220.915,-0.0042,-2.4173,17.6005,28.9805,-5.1595,20.7856,-0.4414,-24.1656,36.5646,100,0.5193,30.805,0.7143,0.25,0.5455,-0.1628,-0.0957,96.4573,0.4673,-0.0813,1.1936,-4.4368,28.1278,1.7843,0.366
2021/7/26,31.81,30.69,0.7128,"17,652,887.72","20,751,832.60","-1,218,704.67",-1.2015,"5,735,989.30",114.4951,33.3333,123.0864,135.863,112.7698,78.53,"-97,408.18","206,146,042.18","39,390,411.69",32.4436,32.402,31.9682,-0.628,-1.63,-0.1498,0.1391,-5.7457,-205.2485,-0.0033,-1.8945,26.4007,34.6705,9.8612,25.1028,-0.2906,-26.2776,41.0445,86.0996,0.5368,31.8875,0.5714,0.375,0.5455,0.036,-0.0883,98.208,0.4522,-0.064,1.2193,-7.4535,28.055,1.8139,0.3781
2021/7/23,32.69,31.63,0.7894,"19,929,880.21","24,597,847.40","-974,522.28",2.9834,"5,579,061.97",128.4876,33.3333,128.4483,149.5562,120.7767,79.66,"-361,837.94","206,667,135.74","54,962,604.96",32.7749,33.084,32.6073,-0.403,-0.64,0.5178,0.1933,-3.3707,-109.6755,-0.002,-1.1009,31.7556,38.8054,17.6562,32.1774,0.1804,14.1327,44.2115,99.3007,0.6552,32.735,0.4286,0.5,0.5455,0.2275,-0.0752,100.861,0.4382,-0.022,1.2621,-22.5305,27.9084,1.8782,0.3914
2021/7/22,33.34,32.71,0.8775,"21,352,781.23","24,936,893.60","-760,223.75",4.4023,"5,620,077.78",137.1176,41.6667,142.212,163.0867,131.4404,80.74,"-33,179.70","207,317,127.78","78,804,917.75",32.9926,33.222,33.096,-0.2158,0.11,1.3802,0.2293,-0.7183,-48.1471,-0.0004,-0.1236,47.0759,42.3302,56.5671,44.0685,-0.0879,-35.4816,46.5513,77.9951,0.728,33.555,0.4286,0.5714,0.5,0.4809,-0.0576,107.2459,0.4254,0.0125,1.3143,-27.5934,27.8335,1.9498,0.4169
2021/7/21,33.33,33.43,0.8417,"21,573,780.08","24,351,607.40","-567,244.49",10.737,"5,606,413.04",153.4094,41.6667,151.5305,178.2237,142.7199,81.46,"-205,862.44","207,777,357.10","85,641,538.32",33.0969,33.134,33.289,-0.1345,0.64,2.0579,0.2498,1.1421,6.3932,0.0006,0.4618,52.4686,39.9574,77.4911,55.4533,-0.0681,-22.0687,46.6799,69.9443,0.7211,33.6525,0.5714,0.5714,0.4545,0.6401,-0.033,109.6425,0.4141,0.02,1.3671,-26.1736,27.8302,2.0296,0.4238
2021/7/20,33.74,33.55,0.9682,"23,737,369.27","25,512,033.60","-266,585.98",14.8797,"5,885,073.91",152.0125,41.6667,172.192,166.722,141.4307,82.18,"-149,120.74","207,854,163.44","85,159,847.42",32.9778,32.968,33.2185,-0.1565,1.21,2.9144,0.264,1.0365,3.2613,0.0015,0.5318,46.0416,33.7018,70.7213,57.5171,-0.2729,-38.737,49.0687,67.718,0.7303,33.685,0.4286,0.5714,0.5455,0.8655,-0.004,111.8706,0.404,-0.0187,1.5529,-26.4813,27.8943,2.0719,0.4136
2021/7/19,32.43,34.1,1.7501,"36,166,282.64","24,475,121.80","-36,914.77",21.1377,"6,774,507.91",140.3633,50,184.7804,163.5685,143.869,82.92,"349,437.47","208,236,358.75","86,120,620.25",32.8335,32.816,33.0528,-0.2198,1.8,3.9614,0.2812,2.0296,-6.1283,0.0022,0.9255,35.3415,27.5319,50.9608,67.0477,-0.5697,-21.9645,65.4925,57.5139,0.7004,32.4,0.4286,0.5714,0.4545,1.1797,0.032,113.7046,0.3954,0.0035,1.5593,-17.0397,27.9295,2.1028,0.4206
2021/7/16,32.28,32.32,1.0407,"21,448,765.04","21,006,993.20","-1,044,986.03",27.7309,"5,218,731.46",122.9091,50,155.8776,142.6762,125.1458,81.14,"-98,504.62","206,211,591.24","50,247,228.28",32.6208,32.464,32.5292,-0.4317,-0.44,4.741,0.3053,-3.6494,-75.8439,0.0017,-1.04,15.2235,23.627,-1.5836,40.4238,-0.8336,-14.919,48.6247,90.538,0.644,32.28,0.4286,0.625,0.4545,1.4205,0.0709,106.949,0.3879,-0.0836,1.5407,-24.2475,27.9848,2.0883,0.4723
2021/7/15,32.63,32.27,0.8532,"18,385,345.46","20,546,013.60","-1,046,816.61",30.6495,"7,248,593.84",114.694,50,139.3237,134.7656,118.5426,80.67,"-16,071.82","206,178,462.07","43,644,117.86",32.685,32.46,32.6338,-0.3895,-1.92,5.2673,0.3506,-4.1627,-79.0512,0.0019,-1.3855,16.5853,27.8288,-5.9019,39.2754,-0.6096,-50.0391,44.2884,67.3497,0.642,32.7075,0.5714,0.5,0.5,1.6888,0.1027,105.3198,0.3814,-0.1071,1.6714,-20.7331,28.1439,2.0974,0.453
2021/7/14,32.64,32.6,1.391,"27,551,482.70","21,614,389.60","-713,853.46",35.7878,"9,866,317.26",121.6841,58.3333,146.2762,144.2529,125.9985,81.17,"-121,645.43","206,365,147.65","42,747,796.38",32.7786,32.558,32.8157,-0.2991,-1.38,5.7056,0.3946,-3.5003,-35.6494,0.0021,-1.1991,19.2544,33.4506,-9.138,43.9334,-0.0688,-14.4895,56.1599,60.8466,0.6624,32.69,0.7143,0.5,0.4167,1.9632,0.1248,110.4336,0.3758,-0.0835,1.6286,15.7016,28.305,2.101,0.4583
2021/7/13,32.23,32.79,0.8216,"18,441,059.26","19,608,934.40","-1,077,094.39",39.0732,"9,887,266.06",112.6499,66.6667,161.3908,136.8765,120.1952,82.07,"216,830.89","206,523,196.50","39,999,858.02",32.791,32.876,32.9235,-0.2183,-2.48,5.8418,0.4326,-2.914,-25.2789,0.0022,-1.1,23.8035,40.5487,-9.6869,46.5843,-0.0236,209.2773,43.6775,58.1028,0.5931,32.4525,0.5714,0.5,0.4167,2.1326,0.1393,111.3413,0.3707,-0.0313,1.5643,15.148,28.3725,2.0991,0.4577
2021/7/12,32.55,32.34,0.8041,"19,515,359.96","22,530,686.80","-731,517.81",37.9742,"9,851,671.56",113.6632,66.6667,156.257,132.7434,119.2365,81.51,"-215,802.47","206,265,614.64","24,917,785.26",32.816,33.114,32.9902,-0.1321,-3.8,5.2898,0.4653,-3.5754,-20.6752,0.0022,-1.5236,28.7716,48.9213,-11.5277,39.3632,0.4112,259.6843,44.7833,64.0316,0.5498,32.4175,0.4286,0.4444,0.4545,2.0701,0.1434,115.5413,0.366,-0.0375,1.5407,40.4269,28.381,2.0894,0.4567
2021/7/9,32.76,32.3,0.6794,"19,105,936.10","24,156,903.00","-273,116.20",36.8435,"9,306,564.52",114.2538,66.6667,149.7015,135.9311,119.1121,81.33,"-199,621.95","206,241,560.55","21,805,869.81",33.0671,33.7,33.3153,0.0851,-3.27,4.8014,0.4918,-3.1218,-12.4688,0.0024,-1.3482,40.6184,58.9961,3.863,38.7499,0.9348,198.7981,44.3365,61.6352,0.5635,33.1375,0.4286,0.4,0.4,2.0419,0.1346,116.2707,0.3615,-0.0062,1.5414,184.5972,28.3075,2.0862,0.4481
2021/7/8,34.39,32.76,0.7264,"24,068,588.37","28,077,429.40","452,496.26",35.713,"11,648,121.10",118.977,75,159.0424,137.0432,117.7845,82.02,"-335,142.12","206,509,425.82","33,024,048.18",33.2893,34.468,33.823,0.4092,-1.09,4.3293,0.4991,-1.1566,21.0566,0.003,-0.6755,58.7792,68.185,39.9675,42.9093,1.5429,155.0854,48.8007,53.3654,0.5722,34.205,0.5714,0.4,0.4,2.0121,0.12,118.3099,0.3571,0.0852,1.5293,188.9496,28.1127,2.0835,0.4395
2021/7/7,33.79,34.19,0.5026,"17,285,034.92","32,743,059.20","1,028,111.24",34.4182,"13,774,356.92",135.6591,83.3333,172.0374,152.0183,128.4893,83.65,"-18,909.10","207,504,200.24","56,846,698.15",33.4733,35.03,34.3545,0.7751,0.59,3.7323,0.476,3.9026,54.468,0.0034,1.0118,68.4966,72.8879,59.7141,59.4375,2.2072,143.1218,42.0502,36.1779,0.5684,34.335,0.4286,0.4444,0.4545,1.9359,0.0993,122.8972,0.3528,0.1237,1.4343,174.6806,27.6588,2.0733,0.4673
2021/7/6,35.06,33.98,0.9442,"33,373,426.75","34,319,497.60","2,462,657.90",31.0259,"14,994,905.00",143.7827,75,175.9067,152.6649,129.9513,83.06,"-230,195.78","207,397,601.89","46,698,242.11",33.4851,34.962,34.4367,0.9811,1.48,2.7986,0.4166,4.5083,70.5806,0.0036,1.1909,72.6523,75.0835,67.7899,57.4308,3.8816,396.0868,57.3538,38.7019,0.5713,35.185,0.2857,0.4,0.5,1.6847,0.0744,121.4439,0.3486,0.1192,1.3757,168.9936,27.1878,2.0137,0.472
2021/7/5,35.7,35.27,0.7665,"27,440,422.91","35,078,124.20","2,869,888.35",27.6247,"15,583,897.35",152.2099,75,205.1991,155.2124,137.5887,84.97,"83,379.76","208,608,977.06","53,563,067.76",33.4416,34.886,34.6651,1.2516,5.3,1.9627,0.3343,9.7358,104.7821,0.0036,2.8891,80.1906,76.2991,87.9736,76.9068,6.8776,336.7091,52.2787,23.1971,0.647,36.1725,0.2857,0.4,0.5455,1.4305,0.0438,127.3745,0.3442,0.152,1.2521,162.0722,26.602,1.9545,0.497
2021/7/2,35.58,36.14,1.3153,"38,597,508.19","35,946,721.60","3,795,679.04",23.6735,"16,309,597.33",187.4668,83.3333,275.4427,174.8366,162.4224,85.84,"-25,812.57","209,272,304.06","72,999,013.75",32.9565,34.332,34.3626,1.3004,6.18,0.9315,0.222,14.0723,163.9609,0.0032,4.2836,83,74.3533,100.2932,95.0159,16.2836,433.396,65.2037,12.7404,0.6678,35.405,0.2857,0.4,0.4545,1.0597,0.013,129.8599,0.3397,0.184,1.1564,174.6857,25.9345,1.803,0.5163
2021/7/1,33.6,35.57,2.2365,"46,971,274.98","29,407,946.40","3,782,459.78",15.2948,"15,667,813.03",181.8355,75,258.9481,171.0989,160.9474,84.91,"72,947.32","208,652,478.37","53,232,361.31",32.303,33.098,33.474,1.0815,5.64,-0.2899,0.0999,14.2383,194.5183,0.0024,4.2936,81.1666,70.03,103.4398,94.2806,11.4557,524.9693,77.272,17.7122,0.5872,33.79,0.2857,0.4,0.4545,0.5615,-0.0146,129.2984,0.3348,0.1706,1.0636,145.5261,25.123,1.5281,0.481
2021/6/30,33.51,33.85,1.4513,"25,051,733.50","21,065,526.40","2,560,048.49",4.4124,"12,236,734.42",156.5354,75,223.0608,141.8708,138.1679,82.81,"79,976.20","206,258,588.92","29,467,179.71",31.6583,31.976,32.426,0.7519,3.94,-1.3024,-0.0061,10.3774,206.5492,0.0013,3.1164,80.606,64.4617,112.8945,90.9075,5.2632,139.7634,61.9909,8.4715,0.4457,33.38,0.4286,0.3636,0.4545,0.1007,-0.0389,124.0836,0.3295,0.1208,0.8643,64.215,24.3305,1.2471,0.3953
2021/6/29,32.46,33.6,3.1287,"36,618,484.58","17,316,255.60","2,621,166.10",-0.1377,"11,744,086.22",134.9025,66.6667,182.0403,127.7005,126.2936,82.11,"208,613.54","206,071,603.65","29,705,949.02",31.0692,31.192,31.7139,0.5112,4.11,-2.0453,-0.0847,10.751,263.5449,0.0003,3.2218,75.1447,56.3896,112.655,90.208,4.6491,271.7093,88.6,7.2692,0.4106,31.9625,0.4286,0.3636,0.5455,-0.2492,-0.0588,122.2707,0.3236,0.119,0.8286,62.288,23.8653,1.1106,0.3747
2021/6/28,30.02,32.5,4.665,"31,270,123.05","11,798,365.40","1,296,493.65",-12.5159,"7,981,010.35",100.59,58.3333,156.3693,115.1899,114.629,80.86,"264,642.89","204,822,225.51","11,543,213.99",30.5043,30.454,30.7709,0.1359,3,-2.6764,-0.1433,8.0871,196.0901,-0.0007,2.4582,66.3517,47.0121,105.031,86.3608,1.7762,336.3487,86.5524,11.4914,0.309,29.895,0.4286,0.3,0.5,-0.5664,-0.072,119.0476,0.3172,0.0788,0.76,37.7131,23.4538,0.9765,0.2951
2021/6/25,29.9,29.97,0.858,"5,970,429.00","6,837,745.80","-408,446.53",-33.3473,"1,557,581.53",72.521,50,113.9708,93.9203,89.6236,78.24,"314,297.87","202,129,489.78","-17,759,276.11",30.1159,29.852,29.9064,-0.2477,0.21,-2.983,-0.1684,0.1253,-34.9906,-0.0017,0.1227,55.2733,37.3422,91.1353,44.7674,-0.5,-33.7269,40.6822,61.7544,-0.1207,29.9025,0.5714,0.2,0.5,-0.7661,-0.0783,110.0624,0.3099,0.0023,0.59,-26.5184,23.1909,0.9226,0.3321
2021/6/24,29.95,29.96,0.7544,"5,376,306.21","6,975,924.20","-445,121.33",-30.6184,"1,696,654.35",77.3798,41.6667,101.2503,95.8377,91.7088,77.91,"184,273.50","202,127,491.98","-17,440,686.69",30.1414,29.758,29.8745,-0.3208,0.36,-2.8353,-0.1583,-0.2359,-40.4146,-0.0019,0.0309,43.7013,28.3767,74.3504,44.207,-0.5516,-43.8314,36.6129,67.6647,-0.0544,29.9125,0.5714,0.2,0.5,-0.7285,-0.0809,108.2761,0.3019,-0.0132,0.6129,-20.7649,23.3899,0.9133,0.3248
2021/6/23,30,29.93,0.8709,"6,377,728.87","7,157,811.20","-397,331.73",-28.4167,"1,514,314.64",82.1664,33.3333,106.8493,105.9638,100.6179,77.56,"67,490.57","202,122,079.15","-17,973,635.81",30.1266,29.718,29.8318,-0.4066,-0.01,-2.715,-0.1414,-0.6775,-44.9881,-0.002,-0.1073,31.3747,20.7144,52.6952,42.7549,-0.6078,-34.4278,40.5077,68.5629,-0.035,29.785,0.7143,0.2,0.4615,-0.682,-0.0801,107.3529,0.2932,-0.0305,0.625,-19.2074,23.5087,0.9096,0.3218
2021/6/22,29.5,29.91,1.3369,"9,294,844.80","7,331,221.00","-380,200.89",-26.2569,"1,464,047.33",79.3568,33.3333,94.0107,112.1739,101.848,77.33,"228,890.51","202,117,810.03","-20,658,339.30",30.147,29.652,29.7827,-0.5025,0.01,-2.3147,-0.1164,-1.2681,-66.0666,-0.002,-0.2427,22.6434,15.3843,37.1616,41.9151,-0.7955,13.4494,55.0935,69.1617,-0.1719,29.37,0.8571,0.2,0.3846,-0.5695,-0.077,107.4739,0.2837,-0.0398,0.6464,-15.1095,23.6603,0.8854,0.2934
2021/6/21,29,29.49,0.9272,"7,057,858.12","6,974,090.00","-613,943.45",-30.0684,"1,493,702.65",75.126,33.3333,79.2924,108.3598,98.3,76.67,"242,885.21","201,985,016.62","-15,697,910.55",30.1906,29.658,29.7191,-0.61,-0.87,-1.9855,-0.0819,-3.1288,-107.8685,-0.0021,-0.8391,12.2352,11.7548,13.196,21.8503,-0.9686,-21.5002,41.8634,83.1492,-0.1462,29.545,0.7143,0.2,0.4615,-0.4594,-0.0715,105.9648,0.2732,-0.0548,0.6364,-23.7772,23.9152,0.8583,0.3066
2021/6/18,29.8,29.5,0.8041,"6,682,675.63","7,651,462.60","-703,490.72",-34.1963,"1,524,753.06",96.5061,33.3333,97.5975,119.0526,119.6017,76.8,"-160,781.79","201,987,421.59","-21,748,764.32",30.2937,29.74,29.8336,-0.6474,-1.37,-1.6679,-0.0363,-3.621,-108.8486,-0.0019,-1.0291,7.3815,11.5146,-0.8846,22.0011,-0.8993,-42.6007,39.0558,96.4392,-0.1462,29.735,0.5714,0.2,0.5,-0.3203,-0.0664,105.659,0.2615,-0.0738,0.7079,-29.58,24.3147,0.7989,0.2899
